symbol,timestamp,tradingDay,open,high,low,close,volume
GOOG,15/05/2020 13:30,15/05/2020,136818,13692,136681,136904,5976
GOOG,15/05/2020 13:35,15/05/2020,136851,136996,1366356,1366528,5673
GOOG,15/05/2020 13:40,15/05/2020,1366583,1366861,1365,136532,5799
GOOG,15/05/2020 13:45,15/05/2020,1365431,136559,136132,136502,5539
GOOG,15/05/2020 13:50,15/05/2020,136442,1367033,136388,136624,3151
GOOG,15/05/2020 13:55,15/05/2020,13668,136891,13668,136784,5238
GOOG,15/05/2020 14:00,15/05/2020,136804,137139,136804,137062,7437
GOOG,15/05/2020 14:05,15/05/2020,1370271,137132,1367694,1367694,5623
GOOG,15/05/2020 14:10,15/05/2020,1368,136855,136697,1367609,8271
GOOG,15/05/2020 14:15,15/05/2020,1368069,136979,136735,136962,5508
GOOG,15/05/2020 14:20,15/05/2020,1370093,137099,136815,1370811,5555
GOOG,15/05/2020 14:25,15/05/2020,137102,137249,137069,137196,7961
GOOG,15/05/2020 14:30,15/05/2020,137208,137208,136705,136715,8045
GOOG,15/05/2020 14:35,15/05/2020,136768,136803,136369,136661,5939
GOOG,15/05/2020 14:40,15/05/2020,136658,136683,136464,136464,9999
GOOG,15/05/2020 14:45,15/05/2020,136453,1367458,136453,136695,7880
GOOG,15/05/2020 14:50,15/05/2020,136654,137018,136654,137013,7906
GOOG,15/05/2020 14:55,15/05/2020,1369993,1369993,136607,136607,4729
GOOG,15/05/2020 15:00,15/05/2020,136725,137153,136573,137063,8184
GOOG,15/05/2020 15:05,15/05/2020,137085,137217,137018,1371429,6674
GOOG,15/05/2020 15:10,15/05/2020,137104,1371317,136977,1370297,8926
GOOG,15/05/2020 15:15,15/05/2020,13702,137094,136874,136993,6061
GOOG,15/05/2020 15:20,15/05/2020,137079,137245,137079,137154,6490
GOOG,15/05/2020 15:25,15/05/2020,137161,137442,137161,137327,8610
GOOG,15/05/2020 15:30,15/05/2020,137401,137448,137261,1373615,8923
GOOG,15/05/2020 15:35,15/05/2020,1373493,13739,136848,136945,10058
GOOG,15/05/2020 15:40,15/05/2020,1369155,137099,136675,137099,13614
GOOG,15/05/2020 15:45,15/05/2020,137157,137278,136877,137062,38733
GOOG,15/05/2020 15:50,15/05/2020,1371,137303,136988,137053,31999
GOOG,15/05/2020 15:55,15/05/2020,137042,13743,1369421,137318,43470
GOOG,15/05/2020 16:00,15/05/2020,1373181,137319,1373181,137319,141387
GOOG,18/05/2020 09:30,18/05/2020,136175,1364,135425,135554,98811
GOOG,18/05/2020 09:35,18/05/2020,135594,136154,1354865,1359275,50447
GOOG,18/05/2020 09:40,18/05/2020,135927,136791,13587,136791,28165
GOOG,18/05/2020 09:45,18/05/2020,136856,137367,1360,136604,43371
GOOG,18/05/2020 09:50,18/05/2020,136603,136822,1363249,136427,6245
GOOG,18/05/2020 09:55,18/05/2020,1364,1367378,136295,136671,13987
GOOG,18/05/2020 10:00,18/05/2020,136709,1367518,1364763,1367518,10528
GOOG,18/05/2020 10:05,18/05/2020,136782,1371508,136681,1370887,13664
GOOG,18/05/2020 10:10,18/05/2020,137132,1372,1368,1370351,11273
GOOG,18/05/2020 10:15,18/05/2020,1371,137481,13702,1374187,22001
GOOG,18/05/2020 10:20,18/05/2020,137394,138151,137394,13804,20244
GOOG,18/05/2020 10:25,18/05/2020,1381393,1384142,1379694,1379694,26561
GOOG,18/05/2020 10:30,18/05/2020,13799,138218,137852,138125,23062
GOOG,18/05/2020 10:35,18/05/2020,1380,1382492,137895,1382144,9415
GOOG,18/05/2020 10:40,18/05/2020,138198,138456,1380535,13828,9830
GOOG,18/05/2020 10:45,18/05/2020,138312,138483,138169,1384077,13223
GOOG,18/05/2020 10:50,18/05/2020,1385,138588,1382319,13836,8394
